"","COGlet","ID","gene_name","gene_desc","gene_cat","COG.broad","Cog.cat","Nog.abbrev","Nog.new","source","DetailedCat"
"26587","Ph","phrog_23761","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26588","Ph","phrog_23762","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26589","Ph","phrog_23763","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26590","Ph","phrog_23764","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26591","Ph","phrog_23765","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26592","Ph","phrog_23766","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26593","Ph","phrog_23767","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26594","Ph","phrog_23768","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26595","Ph","phrog_23769","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26596","Ph","phrog_23770","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26597","Ph","phrog_23771","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26598","Ph","phrog_23772","baseplate protein","baseplate protein","tail","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","tail"
"26599","Ph","phrog_23773","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26600","Ph","phrog_23774","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26601","Ph","phrog_23775","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26602","Ph","phrog_23776","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26603","Ph","phrog_23777","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26604","Ph","phrog_23778","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26605","Ph","phrog_23779","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26606","Ph","phrog_23780","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26607","Ph","phrog_23781","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26608","Ph","phrog_23782","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26609","Ph","phrog_23783","integrase","integrase","integration and excision","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","integration and excision"
"26610","Ph","phrog_23784","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26611","Ph","phrog_23785","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26612","Ph","phrog_23786","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26613","Ph","phrog_23787","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26614","Ph","phrog_23788","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26615","Ph","phrog_23789","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26616","Ph","phrog_23790","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26617","Ph","phrog_23791","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26618","Ph","phrog_23792","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26619","Ph","phrog_23793","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26620","Ph","phrog_23794","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26621","Ph","phrog_23795","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26622","Ph","phrog_23796","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26623","Ph","phrog_23797","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26624","Ph","phrog_23798","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26625","Ph","phrog_23799","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26626","Ph","phrog_23800","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26627","Ph","phrog_23801","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26628","Ph","phrog_23802","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26629","Ph","phrog_23803","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26630","Ph","phrog_23804","virion structural protein","virion structural protein","head and packaging","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","head and packaging"
"26631","Ph","phrog_23805","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26632","Ph","phrog_23806","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26633","Ph","phrog_23807","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26634","Ph","phrog_23808","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26635","Ph","phrog_23809","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26636","Ph","phrog_23810","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26637","Ph","phrog_23811","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26638","Ph","phrog_23812","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26639","Ph","phrog_23813","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26640","Ph","phrog_23814","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26641","Ph","phrog_23815","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26642","Ph","phrog_23816","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26643","Ph","phrog_23817","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26644","Ph","phrog_23818","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26645","Ph","phrog_23819","virion structural protein","virion structural protein","head and packaging","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","head and packaging"
"26646","Ph","phrog_23820","tail fiber protein","tail fiber protein","tail","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","tail"
"26647","Ph","phrog_23821","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26648","Ph","phrog_23822","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26649","Ph","phrog_23823","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26650","Ph","phrog_23824","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26651","Ph","phrog_23825","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26652","Ph","phrog_23826","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26653","Ph","phrog_23827","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"26654","Ph","phrog_23828","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
